country,sector,subsector,fuel,product,subfuel,issue_code,year_start,year_end,issue,description,flag_drop,tot_drop,fuel_keep,grey,ra,notes,ra_historic,issue_historic,description_historic,oecd,no_match,geo_change,fiscal_year,ex_ex
JOR,,,,,,data source change,1992,2004,reporting change,,,,,,MN,,,,,0,0,,,
JOR,,,,,,extrapolation,1992,2004,estimated data,1/7 estimated,,,,,MN,,,,,0,0,,,
JOR,,,,,,data source change,2005,2012,reporting change,,,,,,MN,,,,,0,0,,,
JOR,,,,,,extrapolation,2005,2012,estimated data,1/3 estimated,,,,,MN,,,,,0,0,,,
JOR,,,oil,other_energy,,real anomaly,2011,2012,increase in demand,,,,,,MN,change issue to change in supply,,,,0,2,,,
JOR,,,oil,other_energy,,real anomaly,2011,2012,increase in demand,,,,,,MN,change issue to change in supply,,,,0,2,,,
JPN,industrial,,electricity,electricity,,extrapolation,1971,2004,,,,,,,,,GD,country estimated data,year <= 2004,1,0,,,1
JPN,,,oil,other_energy,,extrapolation,1971,2005,consumption data estimated based on 2005,,,,,,LA,based on 2005 figures,,,,1,2,,,1
JPN,,,oil,other_energy,,ex-post revision,1990,2012,,,,,,0,,,GD,reporting change,year >= 1990 revisions may create a timeseries bread,1,1,,,
JPN,industrial,,coal,other_energy,,extrapolation,1990,2012,final consumption estimated,the inputs of coke oven coke as well as final consumption have been estimated by IEA since 1990,,,,,LA,,,,,1,2,,,1
JPN,,,biofuelsandwaste,other_energy,,ex-post revision,2010,2012,,,,,,0,,,GD,reporting change,year >= 2010 revisions,1,0,,,
KAZ,,,,,,data source change,1990,1992,change data source,,,,,,TB,,,,,0,2,,,
KAZ,,,,,,extrapolation,1990,1992,estimated data,1/1 estimated,,,,,TB,,,,,0,0,,,1
KAZ,,,,,,real anomaly,1990,2012,prior to 1990 included in Former Soviet UNion,,,,,1,MN,,,,,0,2,1,,
KAZ,,,,,,extrapolation,1993,2011,estimated data,1/5 estimated,,,,,TB,,,,,0,0,,,
KAZ,,,allbutbiofuels,,,data source change,2012,2012,,,,,,,,match,Yuqi,data source,"differ source 2012 to 2015, including IEA estimates",0,0,,,
KAZ,,,,,,extrapolation,2012,2012,estimated data,1/3 estimated,,,,,TB,,,,,0,0,,,
KAZ,,,,,,methodology change,2012,2012,,,,,,,,,Yuqi,reporting change,time series break between 2011 and 2012,0,0,,,
KEN,,,,,,data source change,1971,1991,change data source,,,,,,TB,,,,,0,0,,,
KEN,,,,,,data source change,1992,2004,change data source,,,,,,TB,,,,,0,2,,,
KEN,,,electricity,electricity,,methodology change,2001,2012,data reporting change,electricity data start being reported on a fiscal year basis,,,,,TB,,,,,0,2,,1,
KEN,,,,,,data source change,2005,2012,change data source,,,,,,TB,,,,,0,0,,,
KEN,,,,,,extrapolation,2005,2012,estimated data,1/6 estimated,,,,,TB,,,,,0,0,,,
KGZ,,,,,,data source change,1990,1992,change data source,,,,,,TB,,,,,0,2,,,
KGZ,,,,,,extrapolation,1990,1992,estimated data,1/1 estimated,,,,,TB,,,,,0,0,,,1
KGZ,,,,,,real anomaly,1990,2012,prior to 1990 included in Former Soviet Union,,,,,1,TB,,,,,0,2,1,,
KGZ,,,,,,data source change,1993,2006,change data source,,,,,,TB,,,,,0,0,,,
KGZ,,,,,,extrapolation,1993,2006,estimated data,1/4 estimated,,,,,TB,,,,,0,0,,,
KGZ,,,coal,other_energy,,ex-post revision,2005,2011,,,,,,0,,,Yuqi,reporting change,time series break between 2004 and 2005,0,1,,,
KGZ,,,oil,other_energy,,ex-post revision,2005,2011,,,,,,0,,,Yuqi,reporting change,time series break between 2004 and 2005,0,1,,,
KGZ,,,electricity,electricity,,ex-post revision,2005,2011,,,,,,0,,,Yuqi,reporting change,time series break between 2004 and 2005,0,1,,,
KGZ,,,,,,data source change,2007,2012,change data source,,,,,,TB,,,,,0,0,,,
KGZ,,,,,,extrapolation,2007,2012,estimated data,1/8 estimated,,,,,TB,,,,,0,0,,,
KHM,,,,,,data availability,1995,2012,prior to 1995 included in Other Asia,,,,,1,MN,,,,,0,2,1,,
KOR,,,oil,other_energy,,combined fuels,1971,2012,inputs to electricity producers included in consumption,inputs of fuel oil to autoproducer electricity and autoproducer CHP are included with final consumption,1,1,0,,LA,,,,,1,2,,,
KOR,industrial,,naturalgas,other_energy,,extrapolation,1987,1991,,,,,,,,,GD,IEA estimated data,1987 <= year <= 1991,1,0,,,1
KOR,commercial,,naturalgas,other_energy,,extrapolation,1987,1991,,,,,,,,,GD,IEA estimated data,1987 <= year <= 1991,1,0,,,1
KOR,residential,,naturalgas,other_energy,,extrapolation,1987,1992,,,,,,,,,GD,IEA estimated data,1987 <= year <= 1992,1,0,,,1
KOR,,,heat,other_energy,,data availability,1993,2012,,,,,,1,,,GD,reporting change,year >= 1993: heat data available,1,1,,,
KOR,reisdential,,heat,other_energy,,data availability,2000,2012,,,,,,1,,,GD,reporting change,year >= 2000: heat consumption by sector available,1,1,,,
KOR,,,heat,other_energy,,data availability,2002,2012,,,,,,1,,,GD,reporting change,year >= 2002: geothermal heat available,1,1,,,
KOR,industrial,,coal,other_energy,,methodology change,2002,2012,,,,,,,,,GD,reporting change,year >= 2002: reporting change,1,1,,,
KOR,,,,,,methodology change,2002,2012,,,,,,,,,GD,reporting change,year >= 2002: reporting change,1,0,,,
XKO,,,,,,real anomaly,1971,1999,data doesnt exist,Kosovo was part of Serbia,,,,,TB,,,,,0,2,1,,
XKO,,,,,,data source change,2003,2010,change data source,,,,,,TB,,,,,0,0,,,
XKO,,,,,,extrapolation,2003,2010,estimated data,1/2 estimated,,,,,TB,,,,,0,0,,,
XKO,,,,,,data source change,2011,2012,change data source,,,,,,TB,,,,,0,0,,,
XKO,,,,,,real anomaly,2011,2011,break in time series,Desulphurisation unit operating,,,,,TB,,,,,0,0,,,
KWT,,,,,,data source change,1971,1991,change data source,,,,,,TB,rename KWT,,,,0,0,,,
KWT,,,biofuelsandwaste,other_energy,,extrapolation,1971,2012,estimated data,1/2 estimated,,,,,TB,rename KWT,,,,0,0,,,
KWT,,,,,,extrapolation,1992,2012,change data source,1/15 estimated,,,,,TB,,,,,0,0,,,
KWT,,,oil,other_energy,,data availability,2008,2012,Time series break,"information for use of ethane in petrochemical industry available from 2008 onwards, leading to break in time series for ethan and naptha consumption",,,,1,TB,rename KWT,,,,0,2,,,
KWT,,,allbutbiofuels,,,data source change,1992,2012,,,,,,,,,Yuqi,data source,"differ source 1992 to 2015, including IEA estimates",0,0,,,
LVA,,,,,,extrapolation,1990,2012,estimated data,1/4 estimated,,,,,TB,,,,,0,0,,,
LVA,,,,,,real anomaly,1990,2012,prior to 1990 included in Former Soviet Union,,,,,1,TB,,,,,0,2,1,,
LBN,,,electricity,electricity,,extrapolation,1971,2012,estimated data,due to private generation data quality issues,,,,,TB,,,,,0,2,,,1
LBY,,,oil,other_energy,,data availability,2006,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2005 and 2006,0,0,,,
LBY,,,electricity,electricity,,data availability,2006,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2005 and 2006,0,0,,,
LBY,,,electricity,electricity,,data availability,2012,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2011 and 2012 due to non-technical losses and data uncertainty,0,0,,,
LKA,,,,,,data source change,1971,1991,reporting regime,,,,,,SG,,,,,0,0,,,
LKA,,,,,,data source change,1992,2012,reporting regime,,,,,,SG,,,,,0,0,,,
LKA,,,,,,extrapolation,1992,2012,estimated data,1/9 estimated,,,,,SG,,,,,0,0,,,
LKA,,,,,,ex-post revision,2000,2012,,,,,,0,,,Yuqi,reporting change,time series break between 1999 and 2000,0,0,,,
LTU,,,,,,real anomaly,1971,2012,prior to 1990 included in Former Soviet Union,,,,,1,TB,,,,,0,2,1,,
LTU,supply,,electricity,electricity,,,2009,2012,decrease in supply,shut down its only nuclear power plant in 2009,,,,,TB,,,,,0,2,,,
LUX,,,naturalgas,other_energy,,methodology change,1982,2012,,,,,,,,,GD,reporting change,year >= 1982,1,1,,,
LUX,,,electricity,electricity,,real anomaly,1997,2012,supply shock,at end of 1997 iron and steel industry stopped production of elec,,,,,TB,,,,,1,2,,,
LUX,industrial,,coal,other_energy,,real anomaly,1998,2012,consumption demand shock,steel production from blast furnaces ceased at the end of 1997,,,,,TB,,,,,1,2,,,
LUX,,,naturalgas,other_energy,,ex-post revision,2000,2012,revised consumption data,integreated supplementary dat and therefore industrial consumption was revised back to 2000,,,,0,TB,,,,,1,2,,,
LUX,,,heat,other_energy,,ex-post revision,2000,2012,,,,,,0,,,GD,reporting change,year >= 2000: revisions,1,0,,,
LUX,,,electricity,electricity,,ex-post revision,2000,2012,,,,,,0,,,GD,reporting change,year >= 2000: revisions,1,0,,,
LUX,industry,,heat,other_energy,,extrapolation,2000,2012,newly available data,data for heat distribution losses and heat consumption in industry and energy sectors revised from 2000 onwrds,,,,0,TB,,,,,1,2,,,
LUX,,,heat,other_energy,,data availability,2001,2012,,,,,,1,,,GD,reporting change,year >= 2001: data is available,1,0,,,
LUX,,,electricity,electricity,,real anomaly,2002,2012,supply increase,increase in elec production due to a new natural gas power plant,,,,,TB,,,,,1,2,,,
LUX,industrial,,electricity,electricity,,data source change,2011,2012,,,,,,,,,GD,data source change,year >= 2011: change in data,1,0,,,
LUX,,,biofuelsandwaste,other_energy,,real anomaly,2011,2012,new supply activity,"in 2011, blending of biogases with natural gas started",,,,,TB,,,,,1,2,,,
LUX,,,naturalgas,other_energy,,methodology change,2012,2012,consumption methodology change,since 2012 the methodology to determine final consumption changed for consistency with National Accounts,,,,,TB,,,,,1,2,,,
LVA,,,,,,real anomaly,1971,1989,Prior to 1990 Latvia is included in the Soviet Union,,,,,9,SG,,,,,1,2,1,,
LVA,industrial,,electricity,electricity,,real anomaly,2012,2012,increase in electricity consumption in iron and steel sectors,caused by switch from open earth furnace to electricity furnace in a factory,,,,,SG,,,,,1,0,,,
MAR,,,,,,data source change,1971,1991,change data source,,,,,,TB,,,,,0,0,,,
MAR,,,,,,data source change,1992,2012,change data source,,,,,,TB,,,,,0,0,,,
MAR,,,,,,ex-post revision,2004,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2003 and 2004,0,0,,,
MAR,,,oil,other_energy,,real anomaly,2010,2012,,,,,,,,,Yuqi,reporting change,time series break between 2009 and 2010 because of refinery expansion,0,0,,,
MDA,,,electricity,electricity,,extrapolation,1971,2012,,,,,,,,add data for Transnistria 1/2 estimated,Yuqi,reporting change,modified by the IEA Secretariatary to include estimates for supply and demand for the autonomous region of St̨nga Nistrului,0,0,1,,
MDA,,,,,,data source change,1990,1991,change data source,,,,,,TB,,,,,0,2,,,
MDA,,,,,,extrapolation,1990,1991,data estimation,1/1 estimated,,,,,TB,,,,,0,0,,,1
MDA,,,,,,real anomaly,1990,2012,prior to 1990 included in Former Soviet Union,,,,,1,TB,,,,,0,2,1,,
MDA,,,allbutbiofuels,,,data source change,1992,2007,,,,,,,,,Yuqi,data source,"differ source 1992 to 2007, including IEA estimates",0,0,,,
MDA,,,allbutbiofuels,,,extrapolation,1992,2007,,,,,,,,add 1/7 estimated,Yuqi,data source,"differ source 1992 to 2007, including IEA estimates",0,0,,,
MDA,,,heat,other_energy,,ex-post revision,1993,2012,,,,,,0,,,Yuqi,reporting change,time series break between 1992 and 1993,0,0,,,
MDA,,,electricity,electricity,,ex-post revision,2005,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2004 and 2005,0,0,,,
MDA,,,coal,other_energy,,ex-post revision,2005,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2004 and 2005,0,0,,,
MDA,,,oil,other_energy,,ex-post revision,2005,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2004 and 2005,0,0,,,
MDA,,,solarandgeothermal,other_energy,,ex-post revision,2005,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2004 and 2005,0,0,,,
MDA,,,naturalgas,other_energy,,ex-post revision,2005,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2004 and 2005,0,0,,,
MDA,,,biofuelsandwaste,other_energy,,ex-post revision,2005,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2004 and 2005,0,0,,,
MDA,,,,,,data source change,2008,2012,change data source,,,,,,TB,,,,,0,0,,,
MDA,,,biofuelsandwaste,other_energy,,ex-post revision,2010,2012,Time series break,More survey data available on solid biomass,,,,0,TB,,,,,0,0,,,
MEX,,,electricity,electricity,,extrapolation,1971,1992,data partly estimated,data partly estimated based on the publication Balance Nacional - Energia,,,,,LA,,,,,1,2,,,0
MEX,,,heat,other_energy,,extrapolation,1971,1992,data partly estimated,data partly estimated based on the publication Balance Nacional - Energia,,,,,LA,,,,,1,2,,,0
MEX,,,coal,other_energy,,extrapolation,1971,1992,data partly estimated,data partly estimated based on the publication Balance Nacional - Energia,,,,,LA,,,,,1,2,,,0
MEX,,,naturalgas,other_energy,,extrapolation,1971,1992,data partly estimated,data partly estimated based on the publication Balance Nacional - Energia,,,,,LA,,,,,1,2,,,0
MEX,,,oil,other_energy,,extrapolation,1971,1992,data partly estimated,data partly estimated based on the publication Balance Nacional - Energia,,,,,LA,,,,,1,2,,,0
MEX,,,biofuelsandwaste,other_energy,,extrapolation,1971,1992,data partly estimated,data partly estimated based on the publication Balance Nacional - Energia,,,,,LA,,,,,1,2,,,0
MEX,,,oil,other_energy,,data availability,1990,2012,consumption data available,from 1990,,,,1,LA,,,,,1,2,,,
MEX,,,oil,other_energy,,ex-post revision,1990,2012,historical revisions,"revisions based on updated info from PEMEX, CFE and the Mexican Institute of Petroleum",,,,0,LA,,,,,1,0,,,
MEX,industrial,,coal,other_energy,,data availability,1991,2012,,,,,,1,,,GD,reporting change,year >= 1991: data is available,1,1,,,
MEX,,,,,,data source change,1992,2012,,,,,,,,,GD,data source change,year >= 1992: data source change,1,0,,,
MEX,industrial,,oil,other_energy,,ex-post revision,1993,2012,,,,,,0,,,GD,reporting change,year >= 1993: revisions,1,0,,,
MEX,,,biofuelsandwaste,other_energy,,data availability,1997,2012,consumption data available,data on biogases consumption available from 1997,,,,1,LA,,,,,1,0,,,
MEX,,,coal,other_energy,,ex-post revision,2003,2012,,,,,,0,,,GD,reporting change,year >= 2003: revisions,1,1,,,
MKD,,,,,,extrapolation,1990,2012,estimated data,1/3 estimated,,,,,MN,,,,,0,0,,,
MKD,,,,,,real anomaly,1990,2012,prior to 1990 included in Former Yugoslavia,,,,,1,MN,,,,,0,2,1,,
MKD,residential,,,,,ex-post revision,2005,2012,,,,,,0,,,Trin,reporting change,Statistical Office revised energy balances from 2005- 2014 in acc with survey conducted on household energy consumption,0,1,,,
MLT,,,electricity,electricity,,real anomaly,2011,2012,break in time series,new power generation station fuelled by biogas,,,,,TB,,,,,0,0,,,
MMR,,,,,,data source change,1971,1991,change data source,,,,,,TB,,,,,0,0,,,
MMR,,,,,,data availability,1971,2012,some data are reported on fiscal year basis,,,,,0,TB,,,,,0,2,,1,
MMR,,,biofuelsandwaste,other_energy,,extrapolation,1971,2012,,,,,,,,exclusively estimated,Yuqi,data source,including IEA estimates,0,1,,,1
MMR,,,allbutbiofuels,,,data source change,1992,2012,,,,,,,,,Yuqi,data source,"differ source 1992 to 2015, including IEA estimates",0,1,,,
MMR,,,,,,extrapolation,1992,2012,change data source,1/12 estimated,,,,,TB,,,,,0,0,,,
MNE,industrial,,,,,ex-post revision,2005,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2004 and 2005,0,1,,,
MNE,,,,,,real anomaly,2005,2012,"between 1990 and 2004 included in Serbia, prior to 1990 included Former Yugoslavia",,,,,1,TB,,,,,0,2,1,,
MNE,,,biofuelsandwaste,other_energy,,ex-post revision,2011,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2010 and 2011,0,0,,,
MNG,,,,,,real anomaly,1985,2012,prio to this included in 'Other Asia',,,,,1,TB,,,,,0,2,1,,
MNG,,,,,,ex-post revision,2005,2012,,,,,,0,,,Yuqi,reporting change,time series break between 2004 and 2005,0,0,,,
MOZ,,,,,,data source change,1971,1991,change data source,,,,,,TB,,,,,0,2,,,
MOZ,,,,,,extrapolation,1971,1991,estimated data,1/1 estimated,,,,,TB,,,,,0,0,,,1
MOZ,,,,,,data source change,1992,2012,change data source,,,,,,TB,,,,,0,0,,,
MOZ,,,,,,extrapolation,1992,2012,estimated data,1/4 estimated,,,,,TB,,,,,0,0,,,
MYS,,,allbutbiofuels,,,data source change,1971,1999,,,,,,,,,Yuqi,data source,differ source <=1999,0,0,,,
MYS,,,,,,data source change,2000,2012,change data source,,,,,,TB,,,,,0,0,,,
NAM,,,biofuelsandwaste,other_energy,,extrapolation,1971,2012,estimated data,1/1 estimated,,,,,TB,,,,,0,0,,,1
NAM,,,,,,real anomaly,1991,2012,prior to 1991 data included in other Africa,,,,,1,TB,,,,,0,2,1,,
NGA,,,,,,data source change,1971,1991,change data source,,,,,,TB,,,,,0,0,,,
NGA,supply,,,other_energy,,data availability,1971,2012,inputs of motor gasoline and gas/diesel to back up elec generation not included,,,,,9,TB,,,,,0,2,,,
NGA,,,,,,data source change,1992,2012,change data source,,,,,,TB,,,,,0,0,,,
NGA,,,,,,extrapolation,1992,2012,estimated data,1/10 estimated,,,,,TB,,,,,0,0,,,
NGA,,,oil,other_energy,,ex-post revision,2003,2012,"naptha data added, breaks in time series for other oil products ",,,,,1,TB,,,,,0,0,,,
NER,,,biofuelsandwaste,other_energy,,extrapolation,1971,2012,estimated data,1/2 estimated,,,,,TB,change to NER,,,,0,0,,,
NER,,,,,,extrapolation,1971,2012,estimated data,1/2 estimated,,,,,TB,change to NER,,,,0,0,,,
NER,,,,,,real anomaly,2000,2012,prior to 2000 was included in Other Africa,,,,,1,TB,change to NER,,,,0,2,1,,
NLD,,,naturalgas,other_energy,,methodology change,1971,1981,time series break,introduction of more comprehensive surveys,,,,,MN,,,,,1,0,,,
NLD,,,naturalgas,other_energy,,methodology change,1971,1983,time series break,introduction of more comprehensive surveys,,,,,MN,,,,,1,0,,,
NLD,industrial,,coal,other_energy,,combined fuels,1971,1988,inclusion of non-energy use,"prior to 1989, non-energy use is included with industry consumption",1,1,0,,MN,,,,,1,2,,,
NLD,industrial,,oil,other_energy,,methodology change,1971,1990,time series break,in 1990 started to report the petro-chemical industry according to IEA methodology,,,,,MN,,,,,1,2,,,
NLD,,,naturalgas,other_energy,,ex-post revision,1990,1994,change in reporting data,"revisions result of increased data collection, availability of new source info and further alignment with international energy definitions",,,,0,MN,,,,,1,0,,,
NLD,supply,,heat,other_energy,,real anomaly,1995,2012,increase in heat production,in 1995 change in ownership of large installation,,,,,MN,,,,,1,2,,,
NLD,supply,,electricity,electricity,,real anomaly,1997,1997,decrease of electricity produced,in 1997,,,,,MN,,,,,1,2,,,
NOR,industrial,,naturalgas,other_energy,,combined sectors,1971,1999,energy use included some final consumption,prior to 2000,1,1,0,,MN,"change flow to """,,,,1,2,,,
NOR,commercial,,biofuelsandwaste,other_energy,,combined fuels,1971,2002,distribution losses included,prior to 2003,1,1,0,,MN,,,,,1,2,,,
NOR,industrial,,oil,other_energy,,data availability,1993,2003,time series break,,,,,0,MN,,,,,1,0,,,
NOR,industrial,,oil,other_energy,,real anomaly,1971,2005,time series break,,,,,,MN,,,,,1,2,,,
NOR,supply,,coal,other_energy,,real anomaly,1971,1987,decrease in supply,production ceased in the late 1980s,,,,,MN,,,,,1,2,,,
NOR,,,biofuelsandwaste,other_energy,,data availability,1991,2012,data newly available,data for industrial waste and biogases are available from 1991,,,,1,MN,,,,,1,2,,,
NOR,supply,,oil,other_energy,,real anomaly,1991,2012,increase in supply,in 1992 increase in oil and gas extraction is due to the start-up of new fields,,,,,MN,,,,,1,2,,,
NOR,supply,,naturalgas,other_energy,,real anomaly,1992,2012,increase in supply,in 1992 increase in oil and gas extraction is due to the start-up of new fields,,,,,MN,,,,,1,0,,,
NOR,industrial,,oil,other_energy,,data availability,1993,2012,,,,,,0,,,GD,reporting change,year >= 1993: new data available,1,0,,,
NOR,supply,,coal,other_energy,,real anomaly,2005,2005,decrease in supply,Decrease in production in 2005 is due to a fire in oine of the coal mines -- break in production for a large part of the year,,,,,MN,,,,,1,2,,,
NPR,,,,,,data availability,1971,2012,data reported on fiscal year basis,,,,,0,TB,,,,,0,2,,1,
NPR,,,biofuelsandwaste,other_energy,,extrapolation,1971,2012,estimated data,1/2 estimated,,,,,TB,match,,,,0,0,,,
NPR,,,allbutbiofuels,,,data source change,1971,1996,,,,,,,,,Yuqi,data source,"differ source <=1996, including IEA estimates",0,0,,,
NPR,,,allbutbiofuels,,,extrapolation,1971,1996,,,,,,,,1/2 estimated,Yuqi,data source,"differ source <=1996, including IEA estimates",0,0,,,
NPR,,,allbutbiofuels,,,data source change,1997,2012,,,,,,,,,Yuqi,data source,"differ source 1997 to 2015, including IEA estimates",0,0,,,
NPR,,,allbutbiofuels,,,extrapolation,1997,2012,,,,,,,,1/5 estimated,Yuqi,data source,"differ source 1997 to 2015, including IEA estimates",0,0,,,
NZL,,,electricity,electricity,,real anomaly,1971,1987,time series break,time series break between 1987 and 1988,0,,,,MN,,,,,1,2,,,
NZL,,,,,,real anomaly,1971,1993,definition of a year,"Prior to 1994, data refer to the fiscal year (April 1993 to March 1994 for 1993). From 1994, data refer to the calendar year.",,,,,MN,,,,,1,2,,1,
NZL,industrial,,naturalgas,other_energy,,combined fuels,1971,2002,misspecification of gas consumed,"Prior to 2003, gas consumed in industry includes some gas from energy industry own-use.",1,1,0,,MN,,,,,1,2,,,
NZL,commercial,,oil,other_energy,,methodology change,1971,2009,break in time series,"between 2009 and 2010, a break in time series appears for demand of gas/diesel",,,,,MN,,,,,1,0,,,
NZL,,,electricity,electricity,,methodology change,1988,2012,,,,,,,,,GD,reporting change,year >= 1988,1,1,,,
NZL,,,heat,other_energy,,methodology change,1988,2012,,,,,,,,,GD,reporting change,year >= 1988,1,1,,,
NZL,,,heat,other_energy,,data availability,1990,2012,change in reporting data,data on direct use of geothermal heat are available from 1990,,,,1,MN,,,,,1,0,,,
NZL,,,biofuelsandwaste,other_energy,,ex-post revision,1990,2012,time series revision,"revised some of the coal, natural gas, oil, renewable and electricity time series back to 1990.",,,,0,MN,,,,,1,0,,,
NZL,,,electricity,electricity,,ex-post revision,1990,2012,time series revision,"revised some of the coal, natural gas, oil, renewable and electricity time series back to 1990.",,,,0,MN,,,,,1,0,,,
NZL,,,coal,other_energy,,ex-post revision,1990,2012,time series revision,"revised some of the coal, natural gas, oil, renewable and electricity time series back to 1990.",,,,0,MN,,,,,1,0,,,
NZL,,,oil,other_energy,,ex-post revision,1990,2012,time series revision,"revised some of the coal, natural gas, oil, renewable and electricity time series back to 1990.",,,,0,MN,,,,,1,0,,,
NZL,,,naturalgas,other_energy,,ex-post revision,1990,2012,time series revision,"revised some of the coal, natural gas, oil, renewable and electricity time series back to 1990.",,,,0,MN,,,,,1,0,,,
NZL,,,oil,other_energy,,data availability,1994,2012,,,,,,9,,,GD,reporting change,year >= 1994: no longer reported,1,1,,,
NZL,,,heat,other_energy,,data availability,2002,2012,change in reporting data,data on direct use of solar thermal heat are available from 2002,,,,1,MN,,,,,1,0,,,
NZL,industrial,,naturalgas,other_energy,,real anomaly,2005,2008,decrease in demand,"in 2005 decline in chemical industry consuption was due to the closure of the Motunui methanol production pland, which was reopended in late 2008",,,,,MN,,,,,1,0,,,
OMN,,,,,,data source change,1992,2004,change data source,,,,,,TB,,,,,0,0,,,
OMN,,,,,,extrapolation,1992,2004,estimated data,1/8 estimated,,,,,TB,,,,,0,0,,,
PAK,,,,,,data source change,1971,1991,change data source,,,,,,TB,,,,,0,0,,,
PAK,,,,,,data source change,1992,2012,change data source,,,,,,TB,,,,,0,0,,,
PAK,,,,,,extrapolation,1992,2012,estimated data,1/5 estimated,,,,,TB,,,,,0,0,,,
PAK,,,naturalgas,other_energy,,ex-post revision,2004,2007,,,,,,0,,,Yuqi,reporting change,time series break between 2003 and 2004,0,0,,,
PRK,,,coal,other_energy,,ex-post revision,1971,2010,time series break,between 2010 and 2011,,,,0,MN,,,,,0,0,,,
PRK,,,biofuelsandwaste,other_energy,,extrapolation,1971,2012,estimated data,1/3 estimated,,,,,MN,,,,,0,0,,,
PRK,,,,,,extrapolation,1971,2012,estimated data,1/4 estimated,,,,,MN,,,,,0,0,,,
PER,,,biofuelsandwaste,other_energy,,methodology change,2010,2012,Liquid biofuels included in energy balances from 2010 onwards,,,,,1,TB,change to data availability,,,,0,0,,,
POL,residential,,biofuelsandwaste,other_energy,,data availability,1971,1992,large increase in consumption,due to data availability there is a large increase in solid biofuels between 1992 and 1993,,,,9,MN,,,,,1,2,,,
POL,commercial,,biofuelsandwaste,other_energy,,data availability,1971,1992,large increase in consumption,due to data availability there is a large increase in solid biofuels between 1992 and 1993,,,,9,MN,,,,,1,2,,,
POL,industrial,,heat,other_energy,,combined fuels,1971,2009,time sereies breaks,"prior to 2010 heat consumption can include autoproducers unsold heat, previous attempts to address such issue may have caused breaks for heat consumption in industry sub-sectors",1,1,0,,MN,,,,,1,2,,,
POL,residential,,coal,other_energy,,combined sectors,1971,2009,,,1,0,0,,,,GD,reporting change,"year <= 2009: own use in coal mines included worker take-home allowance, which should be in residential",1,0,,,
POL,,,heat,other_energy,,data availability,2000,2012,data reporting change,direct use of geothermal heat are available from 2000,,,,1,MN,,,,,1,0,,,
POL,commercial,,heat,other_energy,,data availability,2002,2012,data reporting change,direct use of solar thermal heat are available from 2002,,,,1,MN,,,,,1,0,,,
POL,,,biofuelsandwaste,other_energy,,data availability,2003,2012,,,,,,1,,,GD,reporting change,year >= 2003: data available,1,0,,,
POL,,,biofuelsandwaste,other_energy,,data availability,2008,2012,increased data coverage,in 2008,,,,0,MN,,,,,1,2,,,
POL,residential,,heat,other_energy,,data availability,2009,2012,data reporting change,direct use of solar thermal heat are available from 2009,,,,1,MN,,,,,1,0,,,
PRT,,,heat,other_energy,,data availability,1989,2012,newly available data,data available from 1989,,,,1,MN,,,,,1,0,,,
PRT,,,heat,other_energy,,data availability,1994,2012,newly available data,data available from 1994,,,,1,MN,,,,,1,0,,,
PRT,supply,,naturalgas,other_energy,,real anomaly,1997,2012,increase in supply,"in feb 1997, started to import",,,,,MN,,,,,1,2,,,
PRT,,,coal,other_energy,,real anomaly,2001,2012,fuel production ceased,productino of pig iron ceased in the first quarter of 2001 leading to decreases in consumption in 2001,,,,,MN,,,,,1,0,,,
PRT,residential,,biofuelsandwaste,other_energy,,data source change,2010,2012,new data input,a new survey on energy consumption in households between 2009 and 2010,,,,,MN,,,,,1,0,,,
PRY,,,electricity,electricity,,real anomaly,1984,2012,Hydroelectric plant formed as a joint venture by Paraguay government,,,,,,TB,,,,,0,2,,,
QAT,,,,,,data source change,1971,1991,change data source,,,,,,TB,,,,,0,0,,,
QAT,industrial,,electricity,electricity,,combined sectors,1971,2012,,,1,1,0,,,,Yuqi,data source,all years (electricity consumption of industrial sector includes use of energy sector),0,1,,,
QAT,,,,,,data source change,1992,2012,change data source,,,,,,TB,,,,,0,0,,,
QAT,,,,,,extrapolation,1992,2012,estimated data,1/17 estimated,,,,,TB,,,,,0,0,,,
QAT,,,naturalgas,other_energy,,data availability,2005,2012,time series break,info on use of LPG in petrochemical sector is from 2005 onwards,,,,1,TB,,,,,0,2,,,
ROU,,,,,,data source change,1971,1991,,,,,,,,does the data exist?,Yuqi,data source,differ source <=1991 (unspecified source),0,1,,,
ROU,,,,,,extrapolation,1971,2012,estimated data,1/5 estimated,,,,,TB,,,,,0,0,,,
RUS,,,,,,real anomaly,1971,1989,prior to 1990 included in Soviet Union,,,,,9,SG,,,,,0,2,1,,
RUS,,,,,,extrapolation,1990,2012,estimated data,1/11 estimated,,,,,SG,,,,,0,0,,,
