ssp,model,year,discount_factor,rho,eta
SSP4,OECD Env-Growth,2120,3.6696991556349563e-34,1,1
SSP4,OECD Env-Growth,2121,1.8281034822182602e-34,1,1
SSP4,OECD Env-Growth,2122,9.106910948181745e-35,1,1
SSP4,OECD Env-Growth,2123,4.5367140221994656e-35,1,1
SSP4,OECD Env-Growth,2124,2.260017061364868e-35,1,1
SSP4,OECD Env-Growth,2125,1.1258538873437779e-35,1,1
SSP4,OECD Env-Growth,2126,5.608572595826334e-36,1,1
SSP4,OECD Env-Growth,2127,2.793975924963793e-36,1,1
SSP4,OECD Env-Growth,2128,1.3918517298120395e-36,1,1
SSP4,OECD Env-Growth,2129,6.933671906302741e-37,1,1
SSP4,OECD Env-Growth,2130,3.454089618492926e-37,1,1
SSP4,OECD Env-Growth,2131,1.720695073808658e-37,1,1
SSP4,OECD Env-Growth,2132,8.571843420557289e-38,1,1
SSP4,OECD Env-Growth,2133,4.270163885801994e-38,1,1
SSP4,OECD Env-Growth,2134,2.1272319986477426e-38,1,1
SSP4,OECD Env-Growth,2135,1.0597054579372408e-38,1,1
SSP4,OECD Env-Growth,2136,5.2790464711692945e-39,1,1
SSP4,OECD Env-Growth,2137,2.6298186383801224e-39,1,1
SSP4,OECD Env-Growth,2138,1.3100748607806094e-39,1,1
SSP4,OECD Env-Growth,2139,6.526290884859315e-40,1,1
SSP4,OECD Env-Growth,2140,3.251148006032191e-40,1,1
SSP4,OECD Env-Growth,2141,1.61959733999122e-40,1,1
SSP4,OECD Env-Growth,2142,8.068213255255483e-41,1,1
SSP4,OECD Env-Growth,2143,4.019274638511889e-41,1,1
SSP4,OECD Env-Growth,2144,2.002248590697834e-41,1,1
SSP4,OECD Env-Growth,2145,9.974435139460311e-42,1,1
SSP4,OECD Env-Growth,2146,4.9688813273993166e-42,1,1
SSP4,OECD Env-Growth,2147,2.4753062504864297e-42,1,1
SSP4,OECD Env-Growth,2148,1.2331027106465627e-42,1,1
SSP4,OECD Env-Growth,2149,6.1428451316078335e-43,1,1
SSP4,OECD Env-Growth,2150,3.060130026892278e-43,1,1
SSP4,OECD Env-Growth,2151,1.5244395033342941e-43,1,1
SSP4,OECD Env-Growth,2152,7.594173381208143e-44,1,1
SSP4,OECD Env-Growth,2153,3.783126140309914e-44,1,1
SSP4,OECD Env-Growth,2154,1.8846084590208967e-44,1,1
SSP4,OECD Env-Growth,2155,9.388397087711588e-45,1,1
SSP4,OECD Env-Growth,2156,4.6769396292715104e-45,1,1
SSP4,OECD Env-Growth,2157,2.3298720848184787e-45,1,1
SSP4,OECD Env-Growth,2158,1.160652982912659e-45,1,1
SSP4,OECD Env-Growth,2159,5.781928353586019e-46,1,1
SSP4,OECD Env-Growth,2160,2.8803351198139853e-46,1,1
SSP4,OECD Env-Growth,2161,1.4348725710667729e-46,1,1
SSP4,OECD Env-Growth,2162,7.147985250177189e-47,1,1
SSP4,OECD Env-Growth,2163,3.5608523130917793e-47,1,1
SSP4,OECD Env-Growth,2164,1.773880156696848e-47,1,1
SSP4,OECD Env-Growth,2165,8.836791120917604e-48,1,1
SSP4,OECD Env-Growth,2166,4.402150676296978e-48,1,1
SSP4,OECD Env-Growth,2167,2.1929827594260997e-48,1,1
SSP4,OECD Env-Growth,2168,1.0924599671325912e-48,1,1
SSP4,OECD Env-Growth,2169,5.44221688318093e-49,1,1
SSP4,OECD Env-Growth,2170,2.7111038843206293e-49,1,1
SSP4,OECD Env-Growth,2171,1.3505680551419595e-49,1,1
SSP4,OECD Env-Growth,2172,6.728012460603354e-50,1,1
SSP4,OECD Env-Growth,2173,3.351637964313914e-50,1,1
SSP4,OECD Env-Growth,2174,1.6696575860418256e-50,1,1
SSP4,OECD Env-Growth,2175,8.317594216049747e-51,1,1
SSP4,OECD Env-Growth,2176,4.143506675932964e-51,1,1
SSP4,OECD Env-Growth,2177,2.0641362306870146e-51,1,1
SSP4,OECD Env-Growth,2178,1.0282735644140007e-51,1,1
SSP4,OECD Env-Growth,2179,5.12246482355844e-52,1,1
SSP4,OECD Env-Growth,2180,2.5518156623570518e-52,1,1
SSP4,OECD Env-Growth,2181,1.2712167675027995e-52,1,1
SSP4,OECD Env-Growth,2182,6.332714756079258e-53,1,1
SSP4,OECD Env-Growth,2183,3.154715797262772e-53,1,1
SSP4,OECD Env-Growth,2184,1.5715585092389288e-53,1,1
SSP4,OECD Env-Growth,2185,7.828902210792597e-54,1,1
SSP4,OECD Env-Growth,2186,3.9000590474888163e-54,1,1
SSP4,OECD Env-Growth,2187,1.942859952054436e-54,1,1
SSP4,OECD Env-Growth,2188,9.678583701770967e-55,1,1
SSP4,OECD Env-Growth,2189,4.821499479318206e-55,1,1
SSP4,OECD Env-Growth,2190,2.401886262017042e-55,1,1
SSP4,OECD Env-Growth,2191,1.1965276861301215e-55,1,1
SSP4,OECD Env-Growth,2192,5.960642376436326e-56,1,1
SSP4,OECD Env-Growth,2193,2.969363596982804e-56,1,1
SSP4,OECD Env-Growth,2194,1.4792231464753847e-56,1,1
SSP4,OECD Env-Growth,2195,7.368922820000507e-57,1,1
SSP4,OECD Env-Growth,2196,3.670914943192301e-57,1,1
SSP4,OECD Env-Growth,2197,1.8287091409856295e-57,1,1
SSP4,OECD Env-Growth,2198,9.109928108048823e-58,1,1
SSP4,OECD Env-Growth,2199,4.538217055615964e-58,1,1
SSP4,OECD Env-Growth,2200,2.2607658150108916e-58,1,1
SSP4,OECD Env-Growth,2201,1.12622688771508e-58,1,1
SSP4,OECD Env-Growth,2202,5.610430740727937e-59,1,1
SSP4,OECD Env-Growth,2203,2.794901581542445e-59,1,1
SSP4,OECD Env-Growth,2204,1.3923128564447699e-59,1,1
SSP4,OECD Env-Growth,2205,6.935969062465373e-60,1,1
SSP4,OECD Env-Growth,2206,3.455233973657208e-60,1,1
SSP4,OECD Env-Growth,2207,1.7212651476953702e-60,1,1
SSP4,OECD Env-Growth,2208,8.574683310186441e-61,1,1
SSP4,OECD Env-Growth,2209,4.271578609979642e-61,1,1
SSP4,OECD Env-Growth,2210,2.1279367600153235e-61,1,1
SSP4,OECD Env-Growth,2211,1.060056543041378e-61,1,1
SSP4,OECD Env-Growth,2212,5.280795442608664e-62,1,1
SSP4,OECD Env-Growth,2213,2.6306899089238405e-62,1,1
SSP4,OECD Env-Growth,2214,1.31050889437502e-62,1,1
SSP4,OECD Env-Growth,2215,6.528453073888145e-63,1,1
SSP4,OECD Env-Growth,2216,3.252225125742876e-63,1,1
SSP4,OECD Env-Growth,2217,1.620133919751674e-63,1,1
SSP4,OECD Env-Growth,2218,8.070886289983868e-64,1,1
SSP4,OECD Env-Growth,2219,4.0206062419725014e-64,1,1
SSP4,OECD Env-Growth,2220,2.0029119445096965e-64,1,1
SSP4,OECD Env-Growth,2221,9.977739713928075e-65,1,1
SSP4,OECD Env-Growth,2222,4.9705275397550325e-65,1,1
SSP4,OECD Env-Growth,2223,2.476126330392799e-65,1,1
SSP4,OECD Env-Growth,2224,1.2335112430272699e-65,1,1
SSP4,OECD Env-Growth,2225,6.144880283363048e-66,1,1
SSP4,OECD Env-Growth,2226,3.0611438615018084e-66,1,1
SSP4,OECD Env-Growth,2227,1.5249445568826837e-66,1,1
SSP4,OECD Env-Growth,2228,7.596689364430091e-67,1,1
SSP4,OECD Env-Growth,2229,3.784379506728844e-67,1,1
SSP4,OECD Env-Growth,2230,1.88523283813694e-67,1,1
SSP4,OECD Env-Growth,2231,9.391507505181399e-68,1,1
SSP4,OECD Env-Growth,2232,4.6784891200516965e-68,1,1
SSP4,OECD Env-Growth,2233,2.330643981742665e-68,1,1
SSP4,OECD Env-Growth,2234,1.1610375123782016e-68,1,1
SSP4,OECD Env-Growth,2235,5.783843932016732e-69,1,1
SSP4,OECD Env-Growth,2236,2.8812893875757636e-69,1,1
SSP4,OECD Env-Growth,2237,1.4353479506944456e-69,1,1
SSP4,OECD Env-Growth,2238,7.150353409298325e-70,1,1
SSP4,OECD Env-Growth,2239,3.562032039208876e-70,1,1
SSP4,OECD Env-Growth,2240,1.774467851036701e-70,1,1
SSP4,OECD Env-Growth,2241,8.839718788891462e-71,1,1
SSP4,OECD Env-Growth,2242,4.403609128281952e-71,1,1
SSP4,OECD Env-Growth,2243,2.193709304311471e-71,1,1
SSP4,OECD Env-Growth,2244,1.0928219039504623e-71,1,1
SSP4,OECD Env-Growth,2245,5.444019913699323e-72,1,1
SSP4,OECD Env-Growth,2246,2.712002085025763e-72,1,1
SSP4,OECD Env-Growth,2247,1.3510155043107186e-72,1,1
SSP4,OECD Env-Growth,2248,6.730241480882218e-73,1,1
SSP4,OECD Env-Growth,2249,3.352748376792133e-73,1,1
SSP4,OECD Env-Growth,2250,1.6702107509831574e-73,1,1
SSP4,OECD Env-Growth,2251,8.32034987179318e-74,1,1
SSP4,OECD Env-Growth,2252,4.144879438016915e-74,1,1
SSP4,OECD Env-Growth,2253,2.064820088147666e-74,1,1
SSP4,OECD Env-Growth,2254,1.0286142359928243e-74,1,1
SSP4,OECD Env-Growth,2255,5.124161918805563e-75,1,1
SSP4,OECD Env-Growth,2256,2.55266109016989e-75,1,1
SSP4,OECD Env-Growth,2257,1.2716379272390795e-75,1,1
SSP4,OECD Env-Growth,2258,6.334812812480643e-76,1,1
SSP4,OECD Env-Growth,2259,3.155760968556275e-76,1,1
SSP4,OECD Env-Growth,2260,1.5720791735223302e-76,1,1
SSP4,OECD Env-Growth,2261,7.831495960713735e-77,1,1
SSP4,OECD Env-Growth,2262,3.90135115429696e-77,1,1
SSP4,OECD Env-Growth,2263,1.943503630147704e-77,1,1
SSP4,OECD Env-Growth,2264,9.68179025934919e-78,1,1
SSP4,OECD Env-Growth,2265,4.823096863415941e-78,1,1
SSP4,OECD Env-Growth,2266,2.402682017556573e-78,1,1
SSP4,OECD Env-Growth,2267,1.1969241010434742e-78,1,1
SSP4,OECD Env-Growth,2268,5.962617163613064e-79,1,1
SSP4,OECD Env-Growth,2269,2.9703473602727437e-79,1,1
SSP4,OECD Env-Growth,2270,1.4797132196448037e-79,1,1
SSP4,OECD Env-Growth,2271,7.371364176715487e-80,1,1
SSP4,OECD Env-Growth,2272,3.6721311335454355e-80,1,1
SSP4,OECD Env-Growth,2273,1.829315000410425e-80,1,1
SSP4,OECD Env-Growth,2274,9.112946267514303e-81,1,1
SSP4,OECD Env-Growth,2275,4.539720586994077e-81,1,1
SSP4,OECD Env-Growth,2276,2.261514816722308e-81,1,1
SSP4,OECD Env-Growth,2277,1.126600011663054e-81,1,1
SSP4,OECD Env-Growth,2278,5.612289501241161e-82,1,1
SSP4,OECD Env-Growth,2279,2.7958275447952136e-82,1,1
SSP4,OECD Env-Growth,2280,1.3927741358507922e-82,1,1
SSP4,OECD Env-Growth,2281,6.938266979686e-83,1,1
SSP4,OECD Env-Growth,2282,3.456378707951415e-83,1,1
SSP4,OECD Env-Growth,2283,1.7218354104500813e-83,1,1
SSP4,OECD Env-Growth,2284,8.577524140683586e-84,1,1
SSP4,OECD Env-Growth,2285,4.272993802861665e-84,1,1
SSP4,OECD Env-Growth,2286,2.128641754873462e-84,1,1
SSP4,OECD Env-Growth,2287,1.0604077444615623e-84,1,1
SSP4,OECD Env-Growth,2288,5.282544993490003e-85,1,1
SSP4,OECD Env-Growth,2289,2.631561468123341e-85,1,1
SSP4,OECD Env-Growth,2290,1.3109430717666788e-85,1,1
SSP4,OECD Env-Growth,2291,6.530615979259755e-86,1,1
SSP4,OECD Env-Growth,2292,3.253302602308081e-86,1,1
SSP4,OECD Env-Growth,2293,1.6206706772833743e-86,1,1
SSP4,OECD Env-Growth,2294,8.073560210300473e-87,1,1
SSP4,OECD Env-Growth,2295,4.021938286599226e-87,1,1
SSP4,OECD Env-Growth,2296,2.0035755180936093e-87,1,1
SSP4,OECD Env-Growth,2297,9.981045383215969e-88,1,1
SSP4,OECD Env-Growth,2298,4.9721742975081796e-88,1,1
SSP4,OECD Env-Growth,2299,2.4769466819952662e-88,1,1
SSP4,OECD Env-Growth,2300,1.2339199107565608e-88,1,1
SSP2,IIASA GDP,2011,0.4909164236766952,1,1
SSP2,IIASA GDP,2012,0.24099893503551648,1,1
SSP2,IIASA GDP,2013,0.11831033529752784,1,1
SSP2,IIASA GDP,2014,0.058080486688253045,1,1
SSP2,IIASA GDP,2015,0.028512664810399085,1,1
SSP2,IIASA GDP,2016,0.014018030774700117,1,1
SSP2,IIASA GDP,2017,0.006891856236768533,1,1
SSP2,IIASA GDP,2018,0.0033883277295987716,1,1
SSP2,IIASA GDP,2019,0.0016658450798664774,1,1
SSP2,IIASA GDP,2020,0.0008189998286983757,1,1
SSP2,IIASA GDP,2021,0.0004032856193793599,1,1
SSP2,IIASA GDP,2022,0.00019858281418284808,1,1
SSP2,IIASA GDP,2023,9.778462755371398e-05,1,1
SSP2,IIASA GDP,2024,4.815035694385093e-05,1,1
SSP2,IIASA GDP,2025,2.37098297740788e-05,1,1
SSP2,IIASA GDP,2026,1.170987478996388e-05,1,1
SSP2,IIASA GDP,2027,5.783304599957179e-06,1,1
SSP2,IIASA GDP,2028,2.8562741016284638e-06,1,1
SSP2,IIASA GDP,2029,1.4106643706253848e-06,1,1
SSP2,IIASA GDP,2030,6.967027308119195e-07,1,1
SSP2,IIASA GDP,2031,3.4494110996602346e-07,1,1
SSP2,IIASA GDP,2032,1.7078211995226552e-07,1,1
SSP2,IIASA GDP,2033,8.455510709715906e-08,1,1
SSP2,IIASA GDP,2034,4.1863668973135894e-08,1,1
SSP2,IIASA GDP,2035,2.0726918101806615e-08,1,1
SSP2,IIASA GDP,2036,1.0280845445661792e-08,1,1
SSP2,IIASA GDP,2037,5.099445202534576e-09,1,1
SSP2,IIASA GDP,2038,2.529397169823806e-09,1,1
SSP2,IIASA GDP,2039,1.2546168825449402e-09,1,1
SSP2,IIASA GDP,2040,6.223077738623511e-10,1,1
SSP2,IIASA GDP,2041,3.089845205017952e-10,1,1
SSP2,IIASA GDP,2042,1.5341513945291268e-10,1,1
SSP2,IIASA GDP,2043,7.617276417321339e-11,1,1
SSP2,IIASA GDP,2044,3.7820843643458396e-11,1,1
SSP2,IIASA GDP,2045,1.87785782678206e-11,1,1
SSP2,IIASA GDP,2046,9.328671102340096e-12,1,1
SSP2,IIASA GDP,2047,4.634222212911698e-12,1,1
SSP2,IIASA GDP,2048,2.3021516444348605e-12,1,1
SSP2,IIASA GDP,2049,1.1436443809724396e-12,1,1
SSP2,IIASA GDP,2050,5.681304588651059e-13,1,1
SSP2,IIASA GDP,2051,2.8229314849934806e-13,1,1
SSP2,IIASA GDP,2052,1.4026606115937193e-13,1,1
SSP2,IIASA GDP,2053,6.969552048200023e-14,1,1
SSP2,IIASA GDP,2054,3.463036984932377e-14,1,1
SSP2,IIASA GDP,2055,1.720716780084422e-14,1,1
SSP2,IIASA GDP,2056,8.550944547045493e-15,1,1
SSP2,IIASA GDP,2057,4.249313628653036e-15,1,1
SSP2,IIASA GDP,2058,2.1116575151800466e-15,1,1
SSP2,IIASA GDP,2059,1.0493688748575204e-15,1,1
SSP2,IIASA GDP,2060,5.214742578300387e-16,1,1
SSP2,IIASA GDP,2061,2.59177357588566e-16,1,1
SSP2,IIASA GDP,2062,1.2881345853218454e-16,1,1
SSP2,IIASA GDP,2063,6.402143788101824e-17,1,1
SSP2,IIASA GDP,2064,3.1819225685404524e-17,1,1
SSP2,IIASA GDP,2065,1.5814438986833393e-17,1,1
SSP2,IIASA GDP,2066,7.860957599008065e-18,1,1
SSP2,IIASA GDP,2067,3.9074831819738235e-18,1,1
SSP2,IIASA GDP,2068,1.9423110511796855e-18,1,1
SSP2,IIASA GDP,2069,9.654736933836415e-19,1,1
SSP2,IIASA GDP,2070,4.79912551622308e-19,1,1
SSP2,IIASA GDP,2071,2.3858123330206276e-19,1,1
SSP2,IIASA GDP,2072,1.1860703515987687e-19,1,1
SSP2,IIASA GDP,2073,5.896368542787079e-20,1,1
SSP2,IIASA GDP,2074,2.9312900322906184e-20,1,1
SSP2,IIASA GDP,2075,1.4572463018644475e-20,1,1
SSP2,IIASA GDP,2076,7.24477390942655e-21,1,1
SSP2,IIASA GDP,2077,3.601776098628926e-21,1,1
SSP2,IIASA GDP,2078,1.7906412576623063e-21,1,1
SSP2,IIASA GDP,2079,8.902263843838069e-22,1,1
SSP2,IIASA GDP,2080,4.4258056272404e-22,1,1
SSP2,IIASA GDP,2081,2.2003245748717734e-22,1,1
SSP2,IIASA GDP,2082,1.093908915698e-22,1,1
SSP2,IIASA GDP,2083,5.438455442026361e-23,1,1
SSP2,IIASA GDP,2084,2.703771508803714e-23,1,1
SSP2,IIASA GDP,2085,1.344201575198503e-23,1,1
SSP2,IIASA GDP,2086,6.68269696543089e-24,1,1
SSP2,IIASA GDP,2087,3.322302216851988e-24,1,1
SSP2,IIASA GDP,2088,1.651682259003636e-24,1,1
SSP2,IIASA GDP,2089,8.21133691832615e-25,1,1
SSP2,IIASA GDP,2090,4.082265436872841e-25,1,1
SSP2,IIASA GDP,2091,2.0296019580724425e-25,1,1
SSP2,IIASA GDP,2092,1.0090681686213448e-25,1,1
SSP2,IIASA GDP,2093,5.0168387199027866e-26,1,1
SSP2,IIASA GDP,2094,2.494248805400624e-26,1,1
SSP2,IIASA GDP,2095,1.2400791515504394e-26,1,1
SSP2,IIASA GDP,2096,6.165635797508682e-27,1,1
SSP2,IIASA GDP,2097,3.0655353523193488e-27,1,1
SSP2,IIASA GDP,2098,1.5241748466746784e-27,1,1
SSP2,IIASA GDP,2099,7.578150946711948e-28,1,1
SSP2,IIASA GDP,2100,3.7678335852637726e-28,1,1
SSP2,IIASA GDP,2101,1.8733553905258836e-28,1,1
SSP2,IIASA GDP,2102,9.314265982813307e-29,1,1
SSP2,IIASA GDP,2103,4.631024697040498e-29,1,1
SSP2,IIASA GDP,2104,2.3025313840266033e-29,1,1
SSP2,IIASA GDP,2105,1.1448115959769201e-29,1,1
SSP2,IIASA GDP,2106,5.691968410833528e-30,1,1
SSP2,IIASA GDP,2107,2.8300293693548445e-30,1,1
SSP2,IIASA GDP,2108,1.4070819887487985e-30,1,1
SSP2,IIASA GDP,2109,6.995968821032492e-31,1,1
SSP2,IIASA GDP,2110,3.478374404350114e-31,1,1
SSP2,IIASA GDP,2111,1.7294371667957746e-31,1,1
SSP2,IIASA GDP,2112,8.598708954832634e-32,1,1
SSP2,IIASA GDP,2113,4.2752519206527555e-32,1,1
SSP2,IIASA GDP,2114,2.1256422424639252e-32,1,1
SSP2,IIASA GDP,2115,1.0568628531853138e-32,1,1
SSP2,IIASA GDP,2116,5.254689938549047e-33,1,1
SSP2,IIASA GDP,2117,2.6126158438692945e-33,1,1
SSP2,IIASA GDP,2118,1.2989846456138632e-33,1,1
SSP2,IIASA GDP,2119,6.458512121099232e-34,1,1
SSP2,IIASA GDP,2120,3.211152568987728e-34,1,1
SSP2,IIASA GDP,2121,1.5965752835904685e-34,1,1
SSP2,IIASA GDP,2122,7.938123715422026e-35,1,1
SSP2,IIASA GDP,2123,3.9468109502256976e-35,1,1
SSP2,IIASA GDP,2124,1.9623423916357183e-35,1,1
SSP2,IIASA GDP,2125,9.756706643854793e-36,1,1
SSP2,IIASA GDP,2126,4.851004847063996e-36,1,1
SSP2,IIASA GDP,2127,2.4119048450698315e-36,1,1
SSP2,IIASA GDP,2128,1.199191747910159e-36,1,1
SSP2,IIASA GDP,2129,5.962344871089583e-37,1,1
SSP2,IIASA GDP,2130,2.9644597224556243e-37,1,1
SSP2,IIASA GDP,2131,1.4739203511479736e-37,1,1
SSP2,IIASA GDP,2132,7.328287124537531e-38,1,1
SSP2,IIASA GDP,2133,3.6436020533833446e-38,1,1
SSP2,IIASA GDP,2134,1.8115878509955527e-38,1,1
SSP2,IIASA GDP,2135,9.007159656272706e-39,1,1
SSP2,IIASA GDP,2136,4.478332366216879e-39,1,1
SSP2,IIASA GDP,2137,2.2266132218871883e-39,1,1
SSP2,IIASA GDP,2138,1.1070653168315436e-39,1,1
SSP2,IIASA GDP,2139,5.504295059797417e-40,1,1
SSP2,IIASA GDP,2140,2.7367187504366942e-40,1,1
SSP2,IIASA GDP,2141,1.36068823303005e-40,1,1
SSP2,IIASA GDP,2142,6.765300479674805e-41,1,1
SSP2,IIASA GDP,2143,3.3636868071069257e-41,1,1
SSP2,IIASA GDP,2144,1.672414842518428e-41,1,1
SSP2,IIASA GDP,2145,8.315195694100862e-42,1,1
SSP2,IIASA GDP,2146,4.134289990339622e-42,1,1
SSP2,IIASA GDP,2147,2.055556399754777e-42,1,1
SSP2,IIASA GDP,2148,1.0220163855089712e-42,1,1
SSP2,IIASA GDP,2149,5.081434361876087e-43,1,1
SSP2,IIASA GDP,2150,2.526473698481459e-43,1,1
SSP2,IIASA GDP,2151,1.2561550331158716e-43,1,1
SSP2,IIASA GDP,2152,6.24556459135415e-44,1,1
SSP2,IIASA GDP,2153,3.105275705341906e-44,1,1
SSP2,IIASA GDP,2154,1.5439336292407078e-44,1,1
SSP2,IIASA GDP,2155,7.67639101223678e-45,1,1
SSP2,IIASA GDP,2156,3.8166782468317213e-45,1,1
SSP2,IIASA GDP,2157,1.89764080759011e-45,1,1
SSP2,IIASA GDP,2158,9.43501233728706e-46,1,1
SSP2,IIASA GDP,2159,4.691059416971983e-46,1,1
SSP2,IIASA GDP,2160,2.3323804640502598e-46,1,1
SSP2,IIASA GDP,2161,1.159652467713733e-46,1,1
SSP2,IIASA GDP,2162,5.765756773400809e-47,1,1
SSP2,IIASA GDP,2163,2.8667167186353765e-47,1,1
SSP2,IIASA GDP,2164,1.425322827146649e-47,1,1
SSP2,IIASA GDP,2165,7.086661714354457e-48,1,1
SSP2,IIASA GDP,2166,3.5234666348699496e-48,1,1
SSP2,IIASA GDP,2167,1.751856886564066e-48,1,1
SSP2,IIASA GDP,2168,8.710179119136795e-49,1,1
SSP2,IIASA GDP,2169,4.3306745470656435e-49,1,1
SSP2,IIASA GDP,2170,2.1531982036278568e-49,1,1
SSP2,IIASA GDP,2171,1.0705635932045838e-49,1,1
SSP2,IIASA GDP,2172,5.322809600918628e-50,1,1
SSP2,IIASA GDP,2173,2.646484732665221e-50,1,1
SSP2,IIASA GDP,2174,1.3158241540372503e-50,1,1
SSP2,IIASA GDP,2175,6.542237644440119e-51,1,1
SSP2,IIASA GDP,2176,3.2527806443593933e-51,1,1
SSP2,IIASA GDP,2177,1.6172726359628574e-51,1,1
SSP2,IIASA GDP,2178,8.041030321457055e-52,1,1
SSP2,IIASA GDP,2179,3.997975801531875e-52,1,1
SSP2,IIASA GDP,2180,1.9877813999758845e-52,1,1
SSP2,IIASA GDP,2181,9.883188619040932e-53,1,1
SSP2,IIASA GDP,2182,4.913891300156304e-53,1,1
SSP2,IIASA GDP,2183,2.4431717981412953e-53,1,1
SSP2,IIASA GDP,2184,1.2147375818107945e-53,1,1
SSP2,IIASA GDP,2185,6.039638284078619e-54,1,1
SSP2,IIASA GDP,2186,3.002889772137614e-54,1,1
SSP2,IIASA GDP,2187,1.4930276548812124e-54,1,1
SSP2,IIASA GDP,2188,7.423288057134645e-55,1,1
SSP2,IIASA GDP,2189,3.6908362279185055e-55,1,1
SSP2,IIASA GDP,2190,1.8350725388088785e-55,1,1
SSP2,IIASA GDP,2191,9.12392480928259e-56,1,1
SSP2,IIASA GDP,2192,4.53638764489802e-56,1,1
SSP2,IIASA GDP,2193,2.255478129745953e-56,1,1
SSP2,IIASA GDP,2194,1.1214168611634741e-56,1,1
SSP2,IIASA GDP,2195,5.575650501401164e-57,1,1
SSP2,IIASA GDP,2196,2.772196458819183e-57,1,1
SSP2,IIASA GDP,2197,1.3783276416551494e-57,1,1
SSP2,IIASA GDP,2198,6.853003082472229e-58,1,1
SSP2,IIASA GDP,2199,3.407292274279437e-58,1,1
SSP2,IIASA GDP,2200,1.6940953480756567e-58,1,1
SSP2,IIASA GDP,2201,8.422990507846909e-59,1,1
SSP2,IIASA GDP,2202,4.187885243641594e-59,1,1
SSP2,IIASA GDP,2203,2.0822037965698943e-59,1,1
SSP2,IIASA GDP,2204,1.035265390099387e-59,1,1
SSP2,IIASA GDP,2205,5.147308009442769e-60,1,1
SSP2,IIASA GDP,2206,2.559225875553528e-60,1,1
SSP2,IIASA GDP,2207,1.2724393158690664e-60,1,1
SSP2,IIASA GDP,2208,6.326529549562116e-61,1,1
SSP2,IIASA GDP,2209,3.145531236131751e-61,1,1
SSP2,IIASA GDP,2210,1.5639485566245977e-61,1,1
SSP2,IIASA GDP,2211,7.775904621999802e-62,1,1
SSP2,IIASA GDP,2212,3.8661561107186415e-62,1,1
SSP2,IIASA GDP,2213,1.9222410509200652e-62,1,1
SSP2,IIASA GDP,2214,9.557323998371725e-63,1,1
SSP2,IIASA GDP,2215,4.7518724025861265e-63,1,1
SSP2,IIASA GDP,2216,2.362616495402545e-63,1,1
SSP2,IIASA GDP,2217,1.1746857304733853e-63,1,1
SSP2,IIASA GDP,2218,5.840501698277883e-64,1,1
SSP2,IIASA GDP,2219,2.9038796677848725e-64,1,1
SSP2,IIASA GDP,2220,1.4438001323517763e-64,1,1
SSP2,IIASA GDP,2221,7.17853031344492e-65,1,1
SSP2,IIASA GDP,2222,3.5691434227194136e-65,1,1
SSP2,IIASA GDP,2223,1.774567246457445e-65,1,1
SSP2,IIASA GDP,2224,8.823094337296745e-66,1,1
SSP2,IIASA GDP,2225,4.386815649857353e-66,1,1
SSP2,IIASA GDP,2226,2.181111389060529e-66,1,1
SSP2,IIASA GDP,2227,1.0844419440429966e-66,1,1
SSP2,IIASA GDP,2228,5.391812338875085e-67,1,1
SSP2,IIASA GDP,2229,2.680792683955147e-67,1,1
SSP2,IIASA GDP,2230,1.3328819629962898e-67,1,1
SSP2,IIASA GDP,2231,6.6270485513999075e-68,1,1
SSP2,IIASA GDP,2232,3.2949483691628187e-68,1,1
SSP2,IIASA GDP,2233,1.6382383003901995e-68,1,1
SSP2,IIASA GDP,2234,8.145270966862758e-69,1,1
SSP2,IIASA GDP,2235,4.0498039331527683e-69,1,1
SSP2,IIASA GDP,2236,2.0135501892697164e-69,1,1
SSP2,IIASA GDP,2237,1.001131025509123e-69,1,1
SSP2,IIASA GDP,2238,4.977592987639676e-70,1,1
SSP2,IIASA GDP,2239,2.474844083270686e-70,1,1
SSP2,IIASA GDP,2240,1.2304849455769315e-70,1,1
SSP2,IIASA GDP,2241,6.117933697425012e-71,1,1
SSP2,IIASA GDP,2242,3.0418180133475155e-71,1,1
SSP2,IIASA GDP,2243,1.512382657925795e-71,1,1
SSP2,IIASA GDP,2244,7.519520543168593e-72,1,1
SSP2,IIASA GDP,2245,3.738682727074009e-72,1,1
SSP2,IIASA GDP,2246,1.858861672559721e-72,1,1
SSP2,IIASA GDP,2247,9.24220365822746e-73,1,1
SSP2,IIASA GDP,2248,4.5951955285908326e-73,1,1
SSP2,IIASA GDP,2249,2.2847172305258343e-73,1,1
SSP2,IIASA GDP,2250,1.1359544530768617e-73,1,1
SSP2,IIASA GDP,2251,5.647930965917232e-74,1,1
SSP2,IIASA GDP,2252,2.8081340857782065e-74,1,1
SSP2,IIASA GDP,2253,1.3961957203966583e-74,1,1
SSP2,IIASA GDP,2254,6.941842626128463e-75,1,1
SSP2,IIASA GDP,2255,3.4514630249864687e-75,1,1
SSP2,IIASA GDP,2256,1.7160569108857085e-75,1,1
SSP2,IIASA GDP,2257,8.532182729699518e-76,1,1
SSP2,IIASA GDP,2258,4.2421752840008906e-76,1,1
SSP2,IIASA GDP,2259,2.1091966393952058e-76,1,1
SSP2,IIASA GDP,2260,1.0486861493946453e-76,1,1
SSP2,IIASA GDP,2261,5.214035616174271e-77,1,1
SSP2,IIASA GDP,2262,2.5924026385231698e-77,1,1
SSP2,IIASA GDP,2263,1.2889347014382317e-77,1,1
