,filtered_tau,ipt_ttmax500,ipt_ttmax100,ipt_dT_lt_0
52442,True,True,True,True
52443,True,False,True,True
52444,True,True,True,True
52445,True,True,True,True
52446,True,False,True,True
52447,True,True,True,True
52448,True,False,True,True
52449,True,False,True,True
52450,True,False,True,True
52451,True,False,False,True
52452,True,True,True,True
52453,True,True,True,True
52454,True,True,True,True
52455,True,False,True,True
52456,True,True,True,True
52457,True,False,True,True
52458,True,False,True,True
52459,True,False,True,True
52460,True,False,True,True
52461,True,True,True,True
52462,True,True,True,True
52463,True,False,True,True
52464,True,True,True,True
52465,True,True,True,True
52466,True,True,True,True
52467,True,True,True,True
52468,True,True,True,True
52469,True,False,True,True
52470,True,False,False,True
52471,True,True,True,True
52472,True,True,True,True
52473,True,False,True,True
52474,True,True,True,True
52475,True,True,True,True
52476,True,True,True,True
52477,True,True,True,True
52478,True,True,True,True
52479,True,False,False,True
52480,True,True,True,True
52481,True,True,True,True
52482,True,True,True,True
52483,True,True,True,True
52484,True,True,True,True
52485,True,True,True,True
52486,True,True,True,True
52487,True,True,True,True
52488,True,False,False,True
52489,True,False,True,True
52490,True,False,True,True
52491,True,False,True,True
52492,True,True,True,True
52493,True,True,True,True
52494,True,True,True,True
52495,True,True,True,True
52496,True,False,True,True
52497,True,False,True,True
52498,True,True,True,True
52499,True,True,True,True
52500,True,True,True,True
52501,True,True,True,True
52502,True,True,True,True
52503,True,True,True,True
52504,True,True,True,True
52505,True,True,True,True
52506,True,True,True,True
52507,True,False,True,True
52508,True,True,True,True
52509,False,False,False,False
52510,True,True,True,True
52511,True,True,True,True
52512,True,False,False,True
52513,True,True,True,True
52514,True,True,True,True
52515,True,True,True,True
52516,True,True,True,True
52517,True,False,True,True
52518,True,True,True,True
52519,True,False,True,True
52520,True,True,True,True
52521,True,True,True,True
52522,True,False,True,True
52523,True,True,True,True
52524,True,False,True,True
52525,True,True,True,True
52526,True,False,True,True
52527,True,True,True,True
52528,True,True,True,True
52529,True,True,True,True
52530,True,True,True,True
52531,True,False,True,True
52532,True,False,True,True
52533,True,True,True,True
52534,True,True,True,True
52535,True,False,True,True
52536,True,True,True,True
52537,True,False,True,True
52538,True,False,True,True
52539,True,True,True,True
52540,True,False,False,True
52541,True,False,False,True
52542,True,False,True,True
52543,True,True,True,True
52544,True,True,True,True
52545,True,False,True,True
52546,True,True,True,True
52547,True,True,True,True
52548,True,False,False,True
52549,True,True,True,True
52550,True,False,False,True
52551,True,True,True,True
52552,True,False,True,True
52553,True,True,True,True
52554,True,False,True,True
52555,True,False,False,True
52556,True,True,True,True
52557,True,True,True,True
52558,True,True,True,True
52559,True,False,False,True
52560,True,True,True,True
52561,True,True,True,True
52562,True,False,True,True
52563,True,True,True,True
52564,False,False,False,False
52565,True,True,True,True
52566,True,True,True,True
52567,True,False,True,True
52568,True,False,False,True
52569,True,True,True,True
52570,True,False,True,True
52571,True,False,False,True
52572,True,True,True,True
52573,True,True,True,True
52574,True,True,True,True
52575,True,True,True,True
52576,True,True,True,True
52577,True,False,False,True
52578,True,False,True,True
52579,True,False,False,True
52580,True,True,True,True
52581,True,False,True,True
52582,True,True,True,True
52583,True,False,True,True
52584,True,True,True,True
52585,True,False,True,True
52586,True,False,True,True
52587,True,False,True,True
52588,True,False,False,True
52589,True,False,True,True
52590,True,True,True,True
52591,False,False,False,False
52592,True,False,True,True
52593,True,True,True,True
52594,True,False,True,True
52595,True,True,True,True
52596,False,False,False,False
52597,True,False,True,True
52598,True,True,True,True
52599,True,False,True,True
52600,True,False,True,True
52601,True,True,True,True
52602,True,True,True,True
52603,True,False,True,True
52604,True,False,True,True
52605,True,False,True,True
52606,True,True,True,True
52607,True,False,True,True
52608,True,True,True,True
52609,True,True,True,True
52610,True,True,True,True
52611,True,False,True,True
52612,True,False,False,True
52613,True,True,True,True
52614,True,True,True,True
52615,True,True,True,True
52616,True,True,True,True
52617,True,False,True,True
52618,True,False,True,True
52619,True,True,True,True
52620,True,False,True,True
52621,True,True,True,True
52622,True,False,False,True
52623,True,True,True,True
52624,True,True,True,True
52625,True,False,True,True
52626,True,True,True,True
52627,True,False,True,True
52628,True,False,True,True
52629,True,False,False,True
52630,True,False,True,True
52631,True,False,False,True
52632,True,True,True,True
52633,True,True,True,True
52634,True,True,True,True
52635,True,False,True,True
52636,True,True,True,True
52637,True,False,True,True
52638,True,True,True,True
52639,True,True,True,True
52640,True,False,False,True
52641,True,True,True,True
52642,True,True,True,True
52643,True,True,True,True
52644,True,True,True,True
52645,True,True,True,True
52646,True,False,True,True
52647,True,True,True,True
52648,True,False,True,True
52649,True,False,True,True
52650,True,True,True,True
52651,True,True,True,True
52652,True,False,True,True
52653,True,False,False,True
52654,True,True,True,True
52655,True,False,False,True
52656,True,True,True,True
52657,True,False,True,True
52658,True,False,True,True
52659,True,False,True,True
52660,True,False,True,True
52661,True,True,True,True
52662,True,True,True,True
52663,True,True,True,True
52664,True,True,True,True
52665,True,True,True,True
52666,True,False,True,True
52667,True,False,True,True
52668,True,True,True,True
52669,True,False,False,True
52670,True,False,True,True
52671,True,True,True,True
52672,True,True,True,True
52673,True,False,True,True
52674,True,False,True,True
52675,True,False,True,True
52676,True,True,True,True
52677,False,False,False,False
52678,True,True,True,True
52679,True,True,True,True
52680,True,False,True,True
52681,True,False,True,True
52682,True,False,True,True
52683,True,True,True,True
52684,True,True,True,True
52685,True,True,True,True
52686,True,False,True,True
52687,True,False,True,True
52688,True,False,False,True
52689,True,False,True,True
52690,True,False,True,True
52691,True,True,True,True
52692,True,False,True,True
52693,True,False,True,True
52694,True,True,True,True
52695,True,True,True,True
52696,True,False,True,True
52697,True,False,True,True
52698,True,False,True,True
52699,True,True,True,True
52700,True,True,True,True
52701,True,True,True,True
52702,True,False,True,True
52703,True,False,True,True
52704,True,True,True,True
52705,True,True,True,True
52706,True,True,True,True
52707,True,True,True,True
52708,True,True,True,True
52709,True,False,False,True
52710,True,True,True,True
52711,True,False,True,True
52712,True,False,True,True
52713,True,True,True,True
52714,True,False,True,True
52715,True,False,True,True
52716,True,False,False,True
52717,True,True,True,True
52718,True,True,True,True
52719,True,False,True,True
52720,True,False,True,True
52721,True,True,True,True
52722,True,False,True,True
52723,True,True,True,True
52724,False,False,False,False
52725,True,False,True,True
52726,True,True,True,True
52727,True,True,True,True
52728,True,False,True,True
52729,True,True,True,True
52730,True,True,True,True
52731,True,True,True,True
52732,True,False,True,True
52733,True,True,True,True
52734,True,False,True,True
52735,True,True,True,True
52736,True,False,True,True
52737,True,True,True,True
52738,True,True,True,True
52739,True,True,True,True
52740,True,False,True,True
52741,True,True,True,True
52742,True,True,True,True
52743,True,False,False,True
52744,True,False,True,True
52745,True,True,True,True
52746,True,False,True,True
52747,True,True,True,True
52748,True,True,True,True
52749,True,True,True,True
52750,True,True,True,True
52751,False,False,False,False
52752,False,False,False,False
52753,True,True,True,True
52754,True,True,True,True
52755,True,False,True,True
52756,True,False,False,True
52757,True,False,True,True
52758,True,True,True,True
52759,True,False,True,True
52760,True,False,True,True
52761,True,True,True,True
52762,True,False,True,True
52763,True,True,True,True
52764,True,True,True,True
52765,True,False,False,True
52766,True,False,True,True
52767,True,True,True,True
52768,True,True,True,True
52769,True,False,True,True
52770,True,True,True,True
52771,True,False,True,True
52772,True,True,True,True
52773,True,False,False,True
52774,True,False,False,True
52775,True,False,True,True
52776,True,True,True,True
52777,True,True,True,True
52778,True,True,True,True
52779,True,True,True,True
52780,True,False,False,True
52781,True,False,True,True
52782,True,True,True,True
52783,True,True,True,True
52784,True,True,True,True
52785,True,False,True,True
52786,True,True,True,True
52787,True,True,True,True
52788,True,False,True,True
52789,True,False,True,True
52790,True,True,True,True
52791,True,True,True,True
52792,True,False,True,True
52793,True,True,True,True
52794,True,True,True,True
52795,True,False,False,True
52796,False,False,False,False
52797,True,True,True,True
52798,True,True,True,True
52799,True,False,False,True
52800,True,False,True,True
52801,True,True,True,True
52802,True,True,True,True
52803,True,False,False,True
52804,True,False,False,True
52805,True,False,True,True
52806,True,False,True,True
52807,True,False,True,True
52808,True,True,True,True
52809,True,True,True,True
52810,True,True,True,True
52811,True,True,True,True
52812,True,True,True,True
52813,True,True,True,True
52814,True,False,False,True
52815,True,False,True,True
52816,True,True,True,True
52817,True,False,True,True
52818,True,True,True,True
52819,True,False,True,True
52820,True,True,True,True
52821,True,True,True,True
52822,False,False,False,False
52823,True,True,True,True
52824,True,True,True,True
52825,True,True,True,True
52826,True,True,True,True
52827,True,False,True,True
52828,True,False,True,True
52829,True,False,True,True
52830,True,False,True,True
52831,True,True,True,True
52832,True,False,False,True
52833,True,True,True,True
52834,True,False,False,True
52835,True,True,True,True
52836,True,False,True,True
52837,True,True,True,True
52838,True,False,False,True
52839,True,False,True,True
52840,True,False,True,True
52841,True,False,True,True
52842,True,False,True,True
52843,True,True,True,True
52844,True,True,True,True
52845,True,False,True,True
52846,True,False,False,True
52847,True,False,True,True
52848,True,False,False,True
52849,True,True,True,True
52850,True,False,False,True
52851,True,True,True,True
52852,True,False,True,True
52853,True,True,True,True
52854,True,True,True,True
52855,True,True,True,True
52856,True,True,True,True
52857,True,True,True,True
52858,True,False,True,True
52859,True,True,True,True
52860,True,True,True,True
52861,True,True,True,True
52862,True,False,True,True
52863,True,False,False,True
52864,True,True,True,True
52865,True,True,True,True
52866,True,True,True,True
52867,True,True,True,True
52868,True,True,True,True
52869,True,True,True,True
52870,True,False,False,True
52871,True,True,True,True
52872,True,False,True,True
52873,True,True,True,True
52874,True,False,True,True
52875,True,True,True,True
52876,True,False,True,True
52877,True,True,True,True
52878,False,False,False,False
52879,True,True,True,True
52880,True,False,True,True
52881,True,False,True,True
52882,True,False,True,True
52883,True,False,True,True
52884,True,False,True,True
52885,True,True,True,True
52886,True,False,True,True
52887,True,False,True,True
52888,True,False,True,True
52889,True,True,True,True
52890,True,True,True,True
52891,True,False,True,True
52892,True,True,True,True
52893,True,False,False,True
52894,True,False,False,True
52895,True,False,True,True
52896,True,False,True,True
52897,True,True,True,True
52898,True,True,True,True
52899,True,False,True,True
52900,True,True,True,True
52901,True,True,True,True
52902,True,True,True,True
52903,True,False,True,True
52904,True,False,False,True
52905,True,False,True,True
52906,True,True,True,True
52907,True,False,True,True
52908,True,True,True,True
52909,True,True,True,True
52910,True,False,False,True
52911,True,True,True,True
52912,True,False,True,True
52913,True,False,True,True
52914,True,True,True,True
52915,True,False,True,True
52916,True,True,True,True
52917,True,True,True,True
52918,True,False,True,True
52919,True,True,True,True
52920,True,True,True,True
52921,True,False,False,True
52922,False,False,False,False
52923,True,True,True,True
52924,True,False,True,True
52925,True,False,True,True
52926,True,True,True,True
52927,True,True,True,True
52928,True,False,True,True
52929,True,False,True,True
52930,True,True,True,True
52931,True,True,True,True
52932,True,False,True,True
52933,True,True,True,True
52934,True,False,False,True
52935,True,True,True,True
52936,True,True,True,True
52937,True,False,True,True
52938,True,True,True,True
52939,True,True,True,True
52940,True,True,True,True
52941,True,False,True,True
52942,True,False,True,True
52943,True,False,False,True
52944,True,False,True,True
52945,True,True,True,True
52946,True,True,True,True
52947,True,True,True,True
52948,True,True,True,True
52949,True,False,True,True
52950,True,False,True,True
52951,True,False,False,True
52952,True,False,True,True
52953,True,True,True,True
52954,True,False,True,True
52955,True,True,True,True
52956,True,True,True,True
52957,True,True,True,True
52958,True,False,True,True
52959,True,True,True,True
52960,True,True,True,True
52961,True,True,True,True
52962,True,True,True,True
52963,True,False,True,True
52964,True,False,False,True
52965,True,True,True,True
52966,True,True,True,True
52967,True,False,True,True
52968,True,True,True,True
52969,True,True,True,True
52970,True,True,True,True
52971,True,True,True,True
52972,True,True,True,True
52973,True,True,True,True
52974,True,True,True,True
52975,True,True,True,True
52976,False,False,False,False
52977,True,False,True,True
52978,True,True,True,True
52979,True,True,True,True
52980,True,True,True,True
52981,True,False,True,True
52982,True,True,True,True
52983,True,True,True,True
52984,True,False,True,True
52985,True,True,True,True
52986,True,False,True,True
52987,True,True,True,True
52988,True,False,True,True
52989,True,True,True,True
52990,True,False,False,True
52991,True,False,True,True
52992,True,False,False,True
52993,True,True,True,True
52994,True,False,True,True
52995,True,True,True,True
52996,True,True,True,True
52997,True,True,True,True
52998,True,False,False,True
52999,True,True,True,True
53000,True,True,True,True
53001,True,False,False,True
53002,True,True,True,True
53003,True,True,True,True
53004,True,True,True,True
53005,True,True,True,True
53006,True,True,True,True
53007,True,True,True,True
53008,True,True,True,True
53009,True,True,True,True
53010,True,True,True,True
53011,True,True,True,True
53012,True,True,True,True
53013,True,True,True,True
53014,True,True,True,True
53015,True,False,True,True
53016,True,True,True,True
53017,True,True,True,True
53018,True,True,True,True
53019,True,True,True,True
53020,True,True,True,True
53021,True,True,True,True
53022,True,True,True,True
53023,True,True,True,True
53024,True,False,True,True
53025,True,True,True,True
53026,True,True,True,True
53027,True,False,True,True
53028,True,False,True,True
53029,True,True,True,True
53030,True,True,True,True
53031,True,True,True,True
53032,True,True,True,True
53033,True,False,True,True
53034,True,True,True,True
53035,True,True,True,True
53036,True,True,True,True
53037,True,False,False,True
53038,True,False,True,True
53039,True,True,True,True
53040,True,True,True,True
53041,True,False,False,True
53042,True,True,True,True
53043,True,True,True,True
53044,True,True,True,True
53045,True,False,True,True
53046,True,True,True,True
53047,True,True,True,True
53048,True,True,True,True
53049,True,True,True,True
53050,True,False,True,True
53051,True,False,True,True
53052,True,False,True,True
53053,True,True,True,True
53054,True,True,True,True
53055,True,False,True,True
53056,True,False,False,True
53057,True,False,True,True
53058,True,False,False,True
53059,True,False,False,True
53060,True,True,True,True
53061,True,True,True,True
53062,True,False,True,True
53063,True,False,False,True
53064,True,False,False,True
53065,True,True,True,True
53066,True,True,True,True
53067,True,True,True,True
53068,True,True,True,True
53069,True,False,True,True
53070,True,False,True,True
53071,True,False,True,True
53072,True,True,True,True
53073,True,True,True,True
53074,True,False,False,True
53075,False,False,False,False
53076,True,True,True,True
53077,True,True,True,True
53078,True,True,True,True
53079,True,True,True,True
53080,True,True,True,True
53081,True,True,True,True
53082,True,False,True,True
53083,True,True,True,True
53084,True,True,True,True
53085,True,False,False,True
53086,True,False,False,True
53087,True,True,True,True
53088,True,True,True,True
53089,True,False,False,True
53090,True,True,True,True
53091,True,True,True,True
53092,True,True,True,True
53093,True,True,True,True
53094,True,True,True,True
53095,True,False,True,True
53096,True,True,True,True
53097,True,True,True,True
53098,True,True,True,True
53099,True,True,True,True
53100,True,True,True,True
53101,True,False,True,True
53102,True,False,True,True
53103,True,True,True,True
53104,True,True,True,True
53105,True,True,True,True
53106,True,True,True,True
53107,True,True,True,True
53108,True,True,True,True
53109,True,True,True,True
53110,True,True,True,True
53111,True,True,True,True
53112,True,False,True,True
53113,True,False,False,True
53114,True,False,False,True
53115,True,False,True,True
53116,True,True,True,True
53117,True,True,True,True
53118,True,False,True,True
53119,False,False,False,False
53120,True,True,True,True
53121,True,False,True,True
53122,True,True,True,True
53123,True,True,True,True
53124,True,False,True,True
53125,True,True,True,True
53126,True,True,True,True
53127,True,False,True,True
53128,True,True,True,True
53129,False,False,False,False
53130,True,False,True,True
53131,True,False,True,True
53132,True,False,True,True
53133,True,False,True,True
53134,True,True,True,True
53135,True,True,True,True
53136,True,True,True,True
53137,True,True,True,True
53138,True,True,True,True
53139,True,True,True,True
53140,True,False,True,True
53141,True,True,True,True
53142,True,False,True,True
53143,True,True,True,True
53144,True,True,True,True
53145,True,True,True,True
53146,True,True,True,True
53147,True,True,True,True
53148,True,True,True,True
53149,True,True,True,True
53150,True,True,True,True
53151,True,True,True,True
53152,False,False,False,False
53153,True,False,True,True
53154,True,True,True,True
53155,True,True,True,True
53156,True,False,True,True
53157,True,True,True,True
53158,True,False,True,True
53159,True,False,False,True
53160,True,False,False,True
53161,True,True,True,True
53162,True,True,True,True
53163,True,False,True,True
53164,True,False,True,True
53165,True,True,True,True
53166,True,True,True,True
53167,True,True,True,True
53168,True,False,False,True
53169,True,False,False,True
53170,True,True,True,True
53171,True,False,True,True
53172,True,True,True,True
53173,True,False,True,True
53174,True,False,False,True
53175,True,False,True,True
53176,True,True,True,True
53177,True,False,False,True
53178,True,False,False,True
53179,True,True,True,True
53180,True,False,True,True
53181,True,False,False,True
53182,True,True,True,True
53183,True,True,True,True
53184,True,True,True,True
53185,True,False,True,True
53186,True,True,True,True
53187,True,False,False,True
53188,True,True,True,True
53189,True,True,True,True
53190,True,False,True,True
53191,True,False,True,True
53192,True,False,True,True
53193,True,False,True,True
53194,True,False,True,True
53195,True,True,True,True
53196,True,False,True,True
53197,True,True,True,True
53198,True,True,True,True
53199,True,True,True,True
53200,True,True,True,True
53201,True,False,True,True
53202,True,False,True,True
53203,True,True,True,True
53204,True,False,False,True
53205,True,False,True,True
53206,True,False,True,True
53207,True,False,True,True
53208,True,False,True,True
53209,True,True,True,True
53210,True,False,True,True
53211,True,False,True,True
53212,True,False,False,True
53213,True,True,True,True
53214,True,True,True,True
53215,True,False,False,True
53216,True,False,False,True
53217,True,True,True,True
53218,True,False,True,True
53219,True,True,True,True
53220,True,False,True,True
53221,True,False,True,True
53222,True,True,True,True
53223,True,False,True,True
53224,True,True,True,True
53225,True,True,True,True
53226,True,False,True,True
53227,True,False,True,True
53228,True,False,True,True
53229,True,True,True,True
53230,True,True,True,True
53231,True,False,False,True
53232,True,True,True,True
53233,True,True,True,True
53234,True,False,True,True
53235,True,True,True,True
53236,True,False,True,True
53237,True,True,True,True
53238,True,True,True,True
53239,False,False,False,False
53240,True,True,True,True
53241,True,False,True,True
53242,False,False,False,False
53243,True,False,False,True
53244,True,True,True,True
53245,True,True,True,True
53246,True,False,True,True
53247,True,True,True,True
53248,True,True,True,True
53249,True,True,True,True
53250,True,True,True,True
53251,True,True,True,True
53252,True,True,True,True
53253,True,False,False,True
53254,True,False,True,True
53255,True,False,False,True
53256,True,False,False,True
53257,True,False,True,True
53258,True,False,True,True
53259,True,False,True,True
53260,True,True,True,True
53261,True,True,True,True
53262,True,False,True,True
53263,True,False,True,True
53264,True,True,True,True
53265,True,False,False,True
53266,True,False,True,True
53267,True,True,True,True
53268,True,False,True,True
53269,True,False,True,True
53270,True,False,True,True
53271,True,True,True,True
53272,True,False,False,True
53273,True,False,False,True
53274,True,True,True,True
53275,True,True,True,True
53276,True,False,True,True
53277,True,False,True,True
53278,True,True,True,True
53279,True,True,True,True
53280,True,False,True,True
53281,True,True,True,True
53282,True,True,True,True
53283,True,False,True,True
53284,True,False,True,True
53285,True,True,True,True
53286,True,False,False,True
53287,True,False,False,True
53288,True,True,True,True
53289,True,False,False,True
53290,True,True,True,True
53291,True,True,True,True
53292,True,True,True,True
53293,True,True,True,True
53294,True,True,True,True
53295,True,True,True,True
53296,True,False,True,True
53297,True,True,True,True
53298,True,False,True,True
53299,True,False,True,True
53300,True,True,True,True
53301,True,True,True,True
53302,True,True,True,True
53303,True,True,True,True
53304,True,True,True,True
53305,True,True,True,True
53306,True,True,True,True
53307,True,False,True,True
53308,True,False,False,True
53309,True,False,True,True
53310,True,True,True,True
53311,True,True,True,True
53312,True,False,True,True
53313,True,False,True,True
53314,True,True,True,True
53315,True,True,True,True
53316,True,True,True,True
53317,True,False,True,True
53318,True,True,True,True
53319,True,True,True,True
53320,True,False,True,True
53321,True,True,True,True
53322,True,True,True,True
53323,True,True,True,True
53324,True,False,True,True
53325,False,False,False,False
53326,True,False,True,True
53327,True,True,True,True
53328,True,True,True,True
53329,True,False,False,True
53330,True,False,True,True
53331,True,False,True,True
53332,True,True,True,True
53333,True,True,True,True
53334,True,False,True,True
53335,True,True,True,True
53336,True,False,False,True
53337,True,True,True,True
53338,True,True,True,True
53339,True,True,True,True
53340,True,True,True,True
53341,True,False,False,True
53342,True,False,False,True
53343,True,True,True,True
53344,True,False,True,True
53345,True,True,True,True
53346,True,False,False,True
53347,True,True,True,True
53348,True,False,True,True
53349,True,True,True,True
53350,True,True,True,True
53351,True,False,True,True
53352,True,True,True,True
53353,True,False,True,True
53354,True,False,True,True
53355,True,True,True,True
53356,True,True,True,True
53357,True,True,True,True
53358,True,False,False,True
53359,True,False,False,True
53360,True,True,True,True
53361,True,False,True,True
53362,True,False,True,True
53363,True,True,True,True
53364,True,True,True,True
53365,True,False,True,True
53366,True,True,True,True
53367,True,False,True,True
53368,True,True,True,True
53369,True,True,True,True
53370,True,True,True,True
53371,True,True,True,True
53372,True,True,True,True
53373,True,True,True,True
53374,True,False,True,True
53375,True,False,True,True
53376,True,True,True,True
53377,True,True,True,True
53378,True,True,True,True
53379,True,True,True,True
53380,True,True,True,True
53381,True,True,True,True
53382,True,True,True,True
53383,True,True,True,True
53384,False,False,False,False
53385,True,True,True,True
53386,True,True,True,True
53387,True,False,False,True
53388,True,True,True,True
53389,True,False,True,True
53390,True,True,True,True
53391,True,True,True,True
53392,True,False,False,True
53393,True,True,True,True
53394,True,False,True,True
53395,True,False,True,True
53396,True,True,True,True
53397,False,False,False,False
53398,True,True,True,True
53399,True,False,True,True
53400,True,True,True,True
53401,True,False,False,True
53402,True,True,True,True
53403,True,True,True,True
53404,True,True,True,True
53405,True,True,True,True
53406,True,True,True,True
53407,True,False,True,True
53408,True,False,True,True
53409,True,True,True,True
53410,True,False,True,True
53411,True,True,True,True
53412,True,False,False,True
53413,True,True,True,True
53414,True,False,True,True
53415,True,True,True,True
53416,True,True,True,True
53417,True,True,True,True
53418,True,True,True,True
53419,True,False,True,True
53420,True,True,True,True
53421,True,True,True,True
53422,True,True,True,True
53423,True,False,True,True
53424,True,False,True,True
53425,True,False,False,True
53426,False,False,False,False
53427,True,True,True,True
53428,True,False,True,True
53429,True,True,True,True
53430,True,False,False,True
53431,True,False,False,True
53432,True,True,True,True
53433,True,True,True,True
53434,True,True,True,True
53435,True,True,True,True
53436,True,True,True,True
53437,True,True,True,True
53438,True,True,True,True
53439,True,True,True,True
53440,True,False,True,True
53441,True,False,False,True
53442,True,False,True,True
53443,True,False,True,True
53444,True,True,True,True
53445,True,False,True,True
53446,True,False,True,True
53447,True,True,True,True
53448,True,True,True,True
53449,True,True,True,True
53450,True,False,True,True
53451,True,True,True,True
53452,True,False,True,True
53453,True,True,True,True
53454,True,True,True,True
53455,True,True,True,True
53456,True,True,True,True
53457,True,False,True,True
53458,True,True,True,True
53459,True,False,True,True
53460,True,True,True,True
53461,True,True,True,True
53462,True,True,True,True
53463,True,True,True,True
53464,True,True,True,True
53465,True,True,True,True
53466,True,True,True,True
53467,True,False,True,True
53468,True,False,True,True
53469,True,True,True,True
53470,True,True,True,True
53471,True,True,True,True
53472,True,False,False,True
53473,True,True,True,True
53474,True,False,True,True
53475,True,False,True,True
53476,True,True,True,True
53477,True,True,True,True
53478,True,False,True,True
53479,True,False,False,True
53480,True,False,True,True
53481,True,True,True,True
53482,True,False,True,True
53483,True,False,True,True
53484,True,True,True,True
53485,True,True,True,True
53486,True,False,False,True
53487,True,True,True,True
53488,True,False,False,True
53489,True,True,True,True
53490,True,True,True,True
53491,True,False,True,True
53492,True,True,True,True
53493,True,True,True,True
53494,True,False,True,True
53495,True,False,False,True
53496,True,True,True,True
53497,True,False,True,True
53498,True,False,True,True
53499,True,False,True,True
53500,True,False,True,True
53501,True,True,True,True
53502,True,True,True,True
53503,True,False,True,True
53504,True,False,True,True
53505,True,False,True,True
53506,True,True,True,True
53507,True,False,True,True
53508,True,True,True,True
53509,True,True,True,True
53510,False,False,False,False
53511,True,False,True,True
53512,True,False,True,True
53513,True,True,True,True
53514,True,True,True,True
53515,True,True,True,True
53516,True,True,True,True
53517,True,True,True,True
53518,True,True,True,True
53519,True,False,False,True
53520,True,False,True,True
53521,True,True,True,True
53522,True,False,True,True
53523,True,True,True,True
53524,True,False,False,True
53525,True,True,True,True
53526,True,True,True,True
53527,True,True,True,True
53528,True,False,False,True
53529,True,False,False,True
53530,True,True,True,True
53531,True,True,True,True
53532,True,False,True,True
53533,True,True,True,True
53534,False,False,False,False
53535,True,True,True,True
53536,True,True,True,True
53537,True,True,True,True
53538,True,True,True,True
53539,True,True,True,True
53540,True,False,True,True
53541,True,True,True,True
53542,True,True,True,True
53543,True,True,True,True
53544,True,True,True,True
53545,True,True,True,True
53546,True,True,True,True
53547,True,True,True,True
53548,True,True,True,True
53549,True,False,True,True
53550,True,True,True,True
53551,True,True,True,True
53552,True,True,True,True
53553,True,False,True,True
53554,True,True,True,True
53555,True,False,True,True
53556,True,False,True,True
53557,True,True,True,True
53558,True,True,True,True
53559,True,True,True,True
53560,True,True,True,True
53561,True,False,True,True
53562,True,True,True,True
53563,True,False,False,True
53564,True,False,True,True
53565,True,False,True,True
53566,True,True,True,True
53567,True,True,True,True
53568,True,True,True,True
53569,True,True,True,True
53570,True,True,True,True
53571,True,True,True,True
53572,True,False,True,True
53573,True,True,True,True
53574,True,False,False,True
53575,True,True,True,True
53576,True,True,True,True
53577,True,False,True,True
53578,True,True,True,True
53579,True,False,False,True
53580,True,True,True,True
53581,True,False,False,True
53582,True,True,True,True
53583,True,False,True,True
53584,True,False,True,True
53585,True,True,True,True
53586,True,False,False,True
53587,True,False,False,True
53588,True,True,True,True
53589,True,True,True,True
53590,True,False,False,True
53591,True,True,True,True
53592,True,True,True,True
53593,True,False,False,True
53594,True,True,True,True
53595,True,True,True,True
53596,True,True,True,True
53597,True,False,False,True
53598,True,True,True,True
53599,True,True,True,True
53600,True,True,True,True
53601,True,False,True,True
53602,True,False,True,True
53603,True,True,True,True
53604,True,False,True,True
53605,True,False,True,True
53606,True,False,True,True
53607,True,True,True,True
53608,True,True,True,True
53609,True,False,True,True
53610,True,True,True,True
53611,True,True,True,True
53612,True,False,True,True
53613,True,True,True,True
53614,True,True,True,True
53615,True,False,True,True
53616,True,True,True,True
53617,True,False,True,True
53618,True,True,True,True
53619,True,False,True,True
53620,True,True,True,True
53621,True,True,True,True
53622,True,False,False,True
53623,True,True,True,True
53624,True,False,True,True
53625,True,True,True,True
53626,True,True,True,True
53627,True,False,False,True
53628,True,False,True,True
53629,True,False,True,True
53630,True,True,True,True
53631,True,True,True,True
53632,True,False,True,True
53633,True,True,True,True
53634,True,True,True,True
53635,True,True,True,True
53636,True,False,False,True
53637,True,False,True,True
53638,True,True,True,True
53639,True,False,True,True
53640,True,False,True,True
53641,True,False,True,True
53642,True,True,True,True
53643,True,False,True,True
53644,True,True,True,True
53645,True,True,True,True
53646,True,True,True,True
53647,True,False,True,True
53648,True,False,False,True
53649,True,True,True,True
53650,True,True,True,True
53651,True,False,True,True
53652,True,True,True,True
53653,True,False,True,True
53654,True,True,True,True
53655,True,False,False,True
53656,True,True,True,True
53657,True,True,True,True
53658,True,True,True,True
53659,True,True,True,True
53660,True,True,True,True
53661,True,True,True,True
53662,True,False,True,True
53663,False,False,False,False
53664,True,True,True,True
53665,True,False,False,True
53666,True,True,True,True
53667,True,True,True,True
53668,True,False,True,True
53669,True,False,False,True
53670,True,True,True,True
53671,True,False,True,True
53672,True,True,True,True
53673,True,False,True,True
53674,True,False,True,True
53675,True,True,True,True
53676,True,True,True,True
53677,True,False,True,True
53678,True,False,False,True
53679,True,False,False,True
53680,True,True,True,True
53681,True,True,True,True
53682,True,False,False,True
53683,True,False,True,True
53684,True,False,True,True
53685,True,False,True,True
53686,True,False,True,True
53687,True,False,True,True
53688,True,False,True,True
53689,True,False,True,True
53690,True,True,True,True
53691,True,True,True,True
53692,True,False,True,True
53693,True,True,True,True
53694,True,True,True,True
53695,True,True,True,True
53696,True,True,True,True
53697,True,False,False,True
53698,True,False,False,True
53699,False,False,False,False
53700,True,False,True,True
53701,True,True,True,True
53702,True,False,False,True
53703,True,False,True,True
53704,True,True,True,True
53705,True,False,True,True
53706,True,True,True,True
53707,True,True,True,True
53708,True,False,True,True
53709,True,True,True,True
53710,True,True,True,True
